row_id,polygon_id,ring_id,distance_px,distance_map,raster_row,raster_col,x,y
80,155,0,0.146776,1.3e-05,621,2082,104.087747,30.911254
81,155,0,0.754046,6.8e-05,622,2079,104.087478,30.911164
82,155,1,1.533965,0.000138,622,2080,104.087567,30.911164
83,155,1,1.547895,0.000139,622,2081,104.087657,30.911164
84,155,0,0.943338,8.5e-05,622,2082,104.087747,30.911164
85,155,0,0.338782,3e-05,622,2083,104.087837,30.911164
86,155,0,0.5052,4.5e-05,623,2079,104.087478,30.911074
87,155,1,1.139836,0.000102,623,2080,104.087567,30.911074
88,155,1,1.774471,0.000159,623,2081,104.087657,30.911074
89,155,1,1.739901,0.000156,623,2082,104.087747,30.911074
90,155,1,1.135345,0.000102,623,2083,104.087837,30.911074
91,155,0,0.50674,4.6e-05,623,2084,104.087927,30.911074
92,155,0,0.367024,3.3e-05,624,2080,104.087567,30.910984
93,155,1,1.00166,9e-05,624,2081,104.087657,30.910984
94,155,1,1.226921,0.00011,624,2082,104.087747,30.910984
95,155,0,0.515465,4.6e-05,624,2083,104.087837,30.910984
96,155,0,0.228848,2.1e-05,625,2081,104.087657,30.910894
97,155,0,0.524189,4.7e-05,625,2082,104.087747,30.910894
98,435,0,0.050658,5e-06,772,2967,104.167248,30.897689
99,435,0,0.521515,4.7e-05,773,2967,104.167248,30.897599
100,435,0,0.711406,6.4e-05,773,2968,104.167338,30.897599
101,435,0,0.416597,3.7e-05,773,2969,104.167428,30.897599
102,435,0,0.121789,1.1e-05,773,2970,104.167517,30.897599
103,435,0,0.561569,5e-05,774,2967,104.167248,30.897509
104,435,1,1.560766,0.00014,774,2968,104.167338,30.897509
105,435,1,1.372154,0.000123,774,2969,104.167428,30.897509
106,435,1,1.077345,9.7e-05,774,2970,104.167517,30.897509
107,435,0,0.782536,7e-05,774,2971,104.167607,30.897509
108,435,0,0.541744,4.9e-05,774,2972,104.167697,30.897509
109,435,0,0.446308,4e-05,774,2973,104.167787,30.897509
110,435,0,0.350872,3.2e-05,774,2974,104.167877,30.897509
111,435,0,0.255436,2.3e-05,774,2975,104.167967,30.897509
112,435,0,0.159999,1.4e-05,774,2976,104.168056,30.897509
113,435,0,0.064563,6e-06,774,2977,104.168146,30.897509
114,435,0,0.601623,5.4e-05,775,2967,104.167248,30.897419
115,435,1,1.60082,0.000144,775,2968,104.167338,30.897419
116,435,2,2.32771,0.000209,775,2969,104.167428,30.897419
117,435,2,2.032901,0.000183,775,2970,104.167517,30.897419
118,435,1,1.738093,0.000156,775,2971,104.167607,30.897419
119,435,1,1.53718,0.000138,775,2972,104.167697,30.897419
120,435,1,1.441744,0.00013,775,2973,104.167787,30.897419
121,435,1,1.346307,0.000121,775,2974,104.167877,30.897419
122,435,1,1.250871,0.000112,775,2975,104.167967,30.897419
123,435,0,0.831331,7.5e-05,775,2976,104.168056,30.897419
124,435,0,0.641676,5.8e-05,776,2967,104.167248,30.89733
125,435,1,1.640874,0.000147,776,2968,104.167338,30.89733
126,435,2,2.640071,0.000237,776,2969,104.167428,30.89733
127,435,2,2.988458,0.000268,776,2970,104.167517,30.89733
128,435,2,2.693649,0.000242,776,2971,104.167607,30.89733
129,435,2,2.532615,0.000228,776,2972,104.167697,30.89733
130,435,2,2.437179,0.000219,776,2973,104.167787,30.89733
131,435,2,2.341743,0.00021,776,2974,104.167877,30.89733
132,435,1,1.498722,0.000135,776,2975,104.167967,30.89733
133,435,0,0.541611,4.9e-05,776,2976,104.168056,30.89733
134,435,0,0.68173,6.1e-05,777,2967,104.167248,30.89724
135,435,1,1.680927,0.000151,777,2968,104.167338,30.89724
136,435,2,2.680125,0.000241,777,2969,104.167428,30.89724
137,435,2,3.679322,0.000331,777,2970,104.167517,30.89724
138,435,2,3.657472,0.000329,777,2971,104.167607,30.89724
139,435,2,3.528051,0.000317,777,2972,104.167697,30.89724
140,435,2,3.113565,0.00028,777,2973,104.167787,30.89724
141,435,2,2.166113,0.000195,777,2974,104.167877,30.89724
142,435,1,1.209002,0.000109,777,2975,104.167967,30.89724
143,435,0,0.251891,2.3e-05,777,2976,104.168056,30.89724
144,435,0,0.721784,6.5e-05,778,2967,104.167248,30.89715
145,435,1,1.720981,0.000155,778,2968,104.167338,30.89715
146,435,2,2.720179,0.000244,778,2969,104.167428,30.89715
147,435,2,3.719376,0.000334,778,2970,104.167517,30.89715
148,435,2,4.121491,0.00037,778,2971,104.167607,30.89715
149,435,2,3.68361,0.000331,778,2972,104.167697,30.89715
150,435,2,2.751469,0.000247,778,2973,104.167787,30.89715
151,435,1,1.819328,0.000163,778,2974,104.167877,30.89715
152,435,0,0.887188,8e-05,778,2975,104.167967,30.89715
153,435,0,0.761837,6.8e-05,779,2967,104.167248,30.89706
154,435,1,1.761035,0.000158,779,2968,104.167338,30.89706
155,435,2,2.760232,0.000248,779,2969,104.167428,30.89706
156,435,2,3.143404,0.000282,779,2970,104.167517,30.89706
157,435,2,3.121726,0.00028,779,2971,104.167607,30.89706
158,435,2,3.100048,0.000278,779,2972,104.167697,30.89706
159,435,2,2.389372,0.000215,779,2973,104.167787,30.89706
160,435,1,1.457232,0.000131,779,2974,104.167877,30.89706
161,435,0,0.525091,4.7e-05,779,2975,104.167967,30.89706
162,435,0,0.801891,7.2e-05,780,2967,104.167248,30.89697
163,435,1,1.801088,0.000162,780,2968,104.167338,30.89697
164,435,2,2.165317,0.000195,780,2969,104.167428,30.89697
165,435,2,2.143639,0.000193,780,2970,104.167517,30.89697
166,435,2,2.121961,0.000191,780,2971,104.167607,30.89697
167,435,2,2.100283,0.000189,780,2972,104.167697,30.89697
168,435,2,2.027276,0.000182,780,2973,104.167787,30.89697
169,435,1,1.095135,9.8e-05,780,2974,104.167877,30.89697
170,435,0,0.162995,1.5e-05,780,2975,104.167967,30.89697
171,435,0,0.841945,7.6e-05,781,2967,104.167248,30.89688
172,435,1,1.18723,0.000107,781,2968,104.167338,30.89688
173,435,1,1.165552,0.000105,781,2969,104.167428,30.89688
174,435,1,1.143874,0.000103,781,2970,104.167517,30.89688
175,435,1,1.122196,0.000101,781,2971,104.167607,30.89688
176,435,1,1.100518,9.9e-05,781,2972,104.167697,30.89688
177,435,1,1.078839,9.7e-05,781,2973,104.167787,30.89688
178,435,0,0.733039,6.6e-05,781,2974,104.167877,30.89688
179,435,0,0.209143,1.9e-05,782,2967,104.167248,30.896791
180,435,0,0.187465,1.7e-05,782,2968,104.167338,30.896791
181,435,0,0.165787,1.5e-05,782,2969,104.167428,30.896791
182,435,0,0.144109,1.3e-05,782,2970,104.167517,30.896791
183,435,0,0.122431,1.1e-05,782,2971,104.167607,30.896791
184,435,0,0.100753,9e-06,782,2972,104.167697,30.896791
185,435,0,0.079074,7e-06,782,2973,104.167787,30.896791
186,435,0,0.057396,5e-06,782,2974,104.167877,30.896791
187,256,0,0.202535,1.8e-05,2181,3512,104.216206,30.771116
188,256,0,0.070016,6e-06,2181,3513,104.216296,30.771116
189,256,0,0.026339,2e-06,2182,3511,104.216116,30.771026
190,256,0,0.816034,7.3e-05,2182,3512,104.216206,30.771026
191,256,0,0.973879,8.7e-05,2182,3513,104.216296,30.771026
192,256,0,0.546057,4.9e-05,2182,3514,104.216386,30.771026
193,256,0,0.118235,1.1e-05,2182,3515,104.216476,30.771026
194,256,0,0.639838,5.7e-05,2183,3511,104.216116,30.770937
195,256,1,1.429533,0.000128,2183,3512,104.216206,30.770937
196,256,1,1.877742,0.000169,2183,3513,104.216296,30.770937
197,256,1,1.44992,0.00013,2183,3514,104.216386,30.770937
198,256,0,0.996975,9e-05,2183,3515,104.216476,30.770937
199,256,0,0.112866,1e-05,2183,3516,104.216565,30.770937
200,256,0,0.463642,4.2e-05,2184,3510,104.216026,30.770847
201,256,1,1.253337,0.000113,2184,3511,104.216116,30.770847
202,256,2,2.043033,0.000184,2184,3512,104.216206,30.770847
203,256,2,2.297913,0.000206,2184,3513,104.216296,30.770847
204,256,1,1.413804,0.000127,2184,3514,104.216386,30.770847
205,256,0,0.529695,4.8e-05,2184,3515,104.216476,30.770847
206,256,0,0.287446,2.6e-05,2185,3509,104.215937,30.770757
207,256,1,1.077141,9.7e-05,2185,3510,104.216026,30.770757
208,256,1,1.792677,0.000161,2185,3511,104.216116,30.770757
209,256,2,2.216894,0.000199,2185,3512,104.216206,30.770757
210,256,1,1.830633,0.000164,2185,3513,104.216296,30.770757
211,256,0,0.946524,8.5e-05,2185,3514,104.216386,30.770757
212,256,0,0.062415,6e-06,2185,3515,104.216476,30.770757
213,256,0,0.038684,3e-06,2186,3509,104.215937,30.770667
214,256,0,0.4629,4.2e-05,2186,3510,104.216026,30.770667
215,256,0,0.887116,8e-05,2186,3511,104.216116,30.770667
216,256,1,1.311333,0.000118,2186,3512,104.216206,30.770667
217,256,1,1.363353,0.000122,2186,3513,104.216296,30.770667
218,256,0,0.479243,4.3e-05,2186,3514,104.216386,30.770667
219,256,0,0.405772,3.6e-05,2187,3512,104.216206,30.770577
220,256,0,0.829988,7.5e-05,2187,3513,104.216296,30.770577
221,256,0,0.011963,1e-06,2187,3514,104.216386,30.770577
222,352,0,0.051608,5e-06,620,2001,104.080471,30.911343
223,352,0,0.6967,6.3e-05,621,2001,104.080471,30.911254
224,352,0,0.60844,5.5e-05,621,2002,104.080561,30.911254
225,352,0,0.101658,9e-06,621,2003,104.08065,30.911254
226,352,0,0.577686,5.2e-05,622,2000,104.080381,30.911164
227,352,1,1.341791,0.000121,622,2001,104.080471,30.911164
228,352,1,1.470514,0.000132,622,2002,104.080561,30.911164
229,352,0,0.963733,8.7e-05,622,2003,104.08065,30.911164
230,352,0,0.456952,4.1e-05,622,2004,104.08074,30.911164
231,352,0,0.458672,4.1e-05,623,1999,104.080291,30.911074
232,352,1,1.222777,0.00011,623,2000,104.080381,30.911074
233,352,1,1.986883,0.000178,623,2001,104.080471,30.911074
234,352,2,2.332589,0.00021,623,2002,104.080561,30.911074
235,352,1,1.825808,0.000164,623,2003,104.08065,30.911074
236,352,1,1.319026,0.000118,623,2004,104.08074,30.911074
237,352,0,0.812245,7.3e-05,623,2005,104.08083,30.911074
238,352,0,0.305464,2.7e-05,623,2006,104.08092,30.911074
239,352,0,0.339658,3.1e-05,624,1998,104.080201,30.910984
240,352,1,1.103763,9.9e-05,624,1999,104.080291,30.910984
241,352,1,1.669609,0.00015,624,2000,104.080381,30.910984
242,352,2,2.086255,0.000187,624,2001,104.080471,30.910984
243,352,2,2.502901,0.000225,624,2002,104.080561,30.910984
244,352,2,2.687882,0.000241,624,2003,104.08065,30.910984
245,352,2,2.181101,0.000196,624,2004,104.08074,30.910984
246,352,1,1.67432,0.00015,624,2005,104.08083,30.910984
247,352,1,1.167538,0.000105,624,2006,104.08092,30.910984
248,352,0,0.660757,5.9e-05,624,2007,104.08101,30.910984
249,352,0,0.153976,1.4e-05,624,2008,104.0811,30.910984
250,352,0,0.343895,3.1e-05,625,1999,104.080291,30.910894
251,352,0,0.76054,6.8e-05,625,2000,104.080381,30.910894
252,352,1,1.177186,0.000106,625,2001,104.080471,30.910894
253,352,1,1.593832,0.000143,625,2002,104.080561,30.910894
254,352,2,2.010477,0.000181,625,2003,104.08065,30.910894
255,352,2,2.427123,0.000218,625,2004,104.08074,30.910894
256,352,2,2.536394,0.000228,625,2005,104.08083,30.910894
257,352,2,2.029613,0.000182,625,2006,104.08092,30.910894
258,352,1,1.522236,0.000137,625,2007,104.08101,30.910894
259,352,0,0.698925,6.3e-05,625,2008,104.0811,30.910894
260,352,0,0.268117,2.4e-05,626,2001,104.080471,30.910804
261,352,0,0.684763,6.2e-05,626,2002,104.080561,30.910804
262,352,1,1.101408,9.9e-05,626,2003,104.08065,30.910804
263,352,1,1.518054,0.000136,626,2004,104.08074,30.910804
264,352,1,1.934699,0.000174,626,2005,104.08083,30.910804
265,352,1,1.777955,0.00016,626,2006,104.08092,30.910804
266,352,0,0.954645,8.6e-05,626,2007,104.08101,30.910804
267,352,0,0.131334,1.2e-05,626,2008,104.0811,30.910804
268,352,0,0.192339,1.7e-05,627,2003,104.08065,30.910715
269,352,0,0.608985,5.5e-05,627,2004,104.08074,30.910715
270,352,1,1.02563,9.2e-05,627,2005,104.08083,30.910715
271,352,1,1.210364,0.000109,627,2006,104.08092,30.910715
272,352,0,0.387053,3.5e-05,627,2007,104.08101,30.910715
273,352,0,0.116561,1e-05,628,2005,104.08083,30.910625
274,352,0,0.533207,4.8e-05,628,2006,104.08092,30.910625
275,17,0,0.664635,6e-05,1234,3121,104.181082,30.856187
276,17,0,0.681969,6.1e-05,1234,3122,104.181172,30.856187
277,17,0,0.627973,5.6e-05,1234,3123,104.181262,30.856187
278,17,0,0.573978,5.2e-05,1234,3124,104.181352,30.856187
279,17,0,0.519982,4.7e-05,1234,3125,104.181441,30.856187
280,17,0,0.465986,4.2e-05,1234,3126,104.181531,30.856187
281,17,0,0.41199,3.7e-05,1234,3127,104.181621,30.856187
282,17,0,0.357994,3.2e-05,1234,3128,104.181711,30.856187
283,17,0,0.303999,2.7e-05,1234,3129,104.181801,30.856187
284,17,0,0.250003,2.2e-05,1234,3130,104.18189,30.856187
285,17,0,0.196007,1.8e-05,1234,3131,104.18198,30.856187
286,17,0,0.752297,6.8e-05,1235,3121,104.181082,30.856097
287,17,1,1.68051,0.000151,1235,3122,104.181172,30.856097
288,17,1,1.626515,0.000146,1235,3123,104.181262,30.856097
289,17,1,1.572519,0.000141,1235,3124,104.181352,30.856097
290,17,1,1.518523,0.000136,1235,3125,104.181441,30.856097
291,17,1,1.464527,0.000132,1235,3126,104.181531,30.856097
292,17,1,1.410531,0.000127,1235,3127,104.181621,30.856097
293,17,1,1.356536,0.000122,1235,3128,104.181711,30.856097
294,17,1,1.30254,0.000117,1235,3129,104.181801,30.856097
295,17,1,1.248544,0.000112,1235,3130,104.18189,30.856097
296,17,0,0.634597,5.7e-05,1235,3131,104.18198,30.856097
297,17,0,0.839958,7.5e-05,1236,3121,104.181082,30.856007
298,17,1,1.836109,0.000165,1236,3122,104.181172,30.856007
299,17,2,2.625056,0.000236,1236,3123,104.181262,30.856007
300,17,2,2.57106,0.000231,1236,3124,104.181352,30.856007
301,17,2,2.517064,0.000226,1236,3125,104.181441,30.856007
302,17,2,2.463068,0.000221,1236,3126,104.181531,30.856007
303,17,2,2.409073,0.000216,1236,3127,104.181621,30.856007
304,17,2,2.355077,0.000212,1236,3128,104.181711,30.856007
305,17,2,2.301081,0.000207,1236,3129,104.181801,30.856007
306,17,1,1.509394,0.000136,1236,3130,104.18189,30.856007
307,17,0,0.516404,4.6e-05,1236,3131,104.18198,30.856007
308,17,0,0.92762,8.3e-05,1237,3121,104.181082,30.855917
309,17,1,1.92377,0.000173,1237,3122,104.181172,30.855917
310,17,2,2.919921,0.000262,1237,3123,104.181262,30.855917
311,17,2,3.569601,0.000321,1237,3124,104.181352,30.855917
312,17,2,3.515605,0.000316,1237,3125,104.181441,30.855917
313,17,2,3.461609,0.000311,1237,3126,104.181531,30.855917
314,17,2,3.407614,0.000306,1237,3127,104.181621,30.855917
315,17,2,3.353618,0.000301,1237,3128,104.181711,30.855917
316,17,2,2.384192,0.000214,1237,3129,104.181801,30.855917
317,17,1,1.391201,0.000125,1237,3130,104.18189,30.855917
318,17,0,0.39821,3.6e-05,1237,3131,104.18198,30.855917
319,17,0,0.019132,2e-06,1238,3120,104.180992,30.855827
320,17,1,1.015282,9.1e-05,1238,3121,104.181082,30.855827
321,17,2,2.011432,0.000181,1238,3122,104.181172,30.855827
322,17,2,3.007583,0.00027,1238,3123,104.181262,30.855827
323,17,2,3.208621,0.000288,1238,3124,104.181352,30.855827
324,17,2,3.25017,0.000292,1238,3125,104.181441,30.855827
325,17,2,3.291718,0.000296,1238,3126,104.181531,30.855827
326,17,2,3.333267,0.000299,1238,3127,104.181621,30.855827
327,17,2,3.258989,0.000293,1238,3128,104.181711,30.855827
328,17,2,2.265998,0.000204,1238,3129,104.181801,30.855827
329,17,1,1.273008,0.000114,1238,3130,104.18189,30.855827
330,17,0,0.280017,2.5e-05,1238,3131,104.18198,30.855827
331,17,0,0.106793,1e-05,1239,3120,104.180992,30.855738
332,17,1,1.102944,9.9e-05,1239,3121,104.181082,30.855738
333,17,2,2.099094,0.000189,1239,3122,104.181172,30.855738
334,17,2,2.167935,0.000195,1239,3123,104.181262,30.855738
335,17,2,2.209484,0.000198,1239,3124,104.181352,30.855738
336,17,2,2.251033,0.000202,1239,3125,104.181441,30.855738
337,17,2,2.292582,0.000206,1239,3126,104.181531,30.855738
338,17,2,2.334131,0.00021,1239,3127,104.181621,30.855738
339,17,2,2.37568,0.000213,1239,3128,104.181711,30.855738
340,17,2,2.147805,0.000193,1239,3129,104.181801,30.855738
341,17,1,1.154815,0.000104,1239,3130,104.18189,30.855738
342,17,0,0.161824,1.5e-05,1239,3131,104.18198,30.855738
343,17,0,0.194455,1.7e-05,1240,3120,104.180992,30.855648
344,17,1,1.085701,9.8e-05,1240,3121,104.181082,30.855648
345,17,1,1.12725,0.000101,1240,3122,104.181172,30.855648
346,17,1,1.168799,0.000105,1240,3123,104.181262,30.855648
347,17,1,1.210348,0.000109,1240,3124,104.181352,30.855648
348,17,1,1.251897,0.000112,1240,3125,104.181441,30.855648
349,17,1,1.293446,0.000116,1240,3126,104.181531,30.855648
350,17,1,1.334994,0.00012,1240,3127,104.181621,30.855648
351,17,1,1.376543,0.000124,1240,3128,104.181711,30.855648
352,17,1,1.418092,0.000127,1240,3129,104.181801,30.855648
353,17,1,1.036621,9.3e-05,1240,3130,104.18189,30.855648
354,17,0,0.043631,4e-06,1240,3131,104.18198,30.855648
355,17,0,0.086565,8e-06,1241,3121,104.181082,30.855558
356,17,0,0.128114,1.2e-05,1241,3122,104.181172,30.855558
357,17,0,0.169662,1.5e-05,1241,3123,104.181262,30.855558
358,17,0,0.211211,1.9e-05,1241,3124,104.181352,30.855558
359,17,0,0.25276,2.3e-05,1241,3125,104.181441,30.855558
360,17,0,0.294309,2.6e-05,1241,3126,104.181531,30.855558
361,17,0,0.335858,3e-05,1241,3127,104.181621,30.855558
362,17,0,0.377407,3.4e-05,1241,3128,104.181711,30.855558
363,17,0,0.418956,3.8e-05,1241,3129,104.181801,30.855558
364,17,0,0.460505,4.1e-05,1241,3130,104.18189,30.855558
365,3,0,0.059489,5e-06,1395,3346,104.201294,30.841724
366,3,0,0.210735,1.9e-05,1395,3347,104.201384,30.841724
367,3,0,0.36198,3.3e-05,1395,3348,104.201474,30.841724
368,3,0,0.513226,4.6e-05,1395,3349,104.201564,30.841724
369,3,0,0.645157,5.8e-05,1395,3350,104.201653,30.841724
370,3,0,0.182567,1.6e-05,1396,3345,104.201204,30.841634
371,3,1,1.047986,9.4e-05,1396,3346,104.201294,30.841634
372,3,1,1.199231,0.000108,1396,3347,104.201384,30.841634
373,3,1,1.350477,0.000121,1396,3348,104.201474,30.841634
374,3,1,1.501722,0.000135,1396,3349,104.201564,30.841634
375,3,0,0.716272,6.4e-05,1396,3350,104.201653,30.841634
376,3,0,0.857673,7.7e-05,1397,3346,104.201294,30.841544
377,3,1,1.816562,0.000163,1397,3347,104.201384,30.841544
378,3,2,2.338973,0.00021,1397,3348,104.201474,30.841544
379,3,1,1.789155,0.000161,1397,3349,104.201564,30.841544
380,3,0,0.801685,7.2e-05,1397,3350,104.201653,30.841544
381,3,0,0.57389,5.2e-05,1398,3346,104.201294,30.841454
382,3,1,1.532779,0.000138,1398,3347,104.201384,30.841454
383,3,2,2.491668,0.000224,1398,3348,104.201474,30.841454
384,3,1,1.94887,0.000175,1398,3349,104.201564,30.841454
385,3,0,0.961767,8.6e-05,1398,3350,104.201653,30.841454
386,3,0,0.290108,2.6e-05,1399,3346,104.201294,30.841365
387,3,1,1.248996,0.000112,1399,3347,104.201384,30.841365
388,3,2,2.203993,0.000198,1399,3348,104.201474,30.841365
389,3,2,2.08225,0.000187,1399,3349,104.201564,30.841365
390,3,1,1.121848,0.000101,1399,3350,104.201653,30.841365
391,3,0,0.134745,1.2e-05,1399,3351,104.201743,30.841365
392,3,0,0.006325,1e-06,1400,3346,104.201294,30.841275
393,3,0,0.965214,8.7e-05,1400,3347,104.201384,30.841275
394,3,1,1.211432,0.000109,1400,3348,104.201474,30.841275
395,3,1,1.089688,9.8e-05,1400,3349,104.201564,30.841275
396,3,0,0.967944,8.7e-05,1400,3350,104.201653,30.841275
397,3,0,0.294827,2.6e-05,1400,3351,104.201743,30.841275
398,3,0,0.340614,3.1e-05,1401,3347,104.201384,30.841185
399,3,0,0.21887,2e-05,1401,3348,104.201474,30.841185
400,3,0,0.097126,9e-06,1401,3349,104.201564,30.841185
401,95,0,0.251263,2.3e-05,1181,512,103.946712,30.860948
402,95,0,0.719432,6.5e-05,1181,513,103.946801,30.860948
403,95,0,0.206533,1.9e-05,1181,514,103.946891,30.860948
404,95,0,0.10824,1e-05,1182,511,103.946622,30.860858
405,95,0,0.883233,7.9e-05,1182,512,103.946712,30.860858
406,95,0,0.533224,4.8e-05,1182,513,103.946801,30.860858
407,95,0,0.740209,6.6e-05,1183,511,103.946622,30.860768
408,95,0,0.710561,6.4e-05,1183,512,103.946712,30.860768
409,95,0,0.597186,5.4e-05,1184,510,103.946532,30.860678
410,95,0,0.887898,8e-05,1184,511,103.946622,30.860678
411,95,0,0.097704,9e-06,1184,512,103.946712,30.860678
412,95,0,0.115529,1e-05,1185,510,103.946532,30.860589
413,95,0,0.275041,2.5e-05,1185,511,103.946622,30.860589
414,66,0,0.793008,7.1e-05,136,1491,104.034657,30.954822
415,66,0,0.650477,5.8e-05,136,1492,104.034746,30.954822
416,66,0,0.095126,9e-06,136,1493,104.034836,30.954822
417,66,0,0.342465,3.1e-05,137,1490,104.034567,30.954732
418,66,1,1.238,0.000111,137,1491,104.034657,30.954732
419,66,0,0.56873,5.1e-05,137,1492,104.034746,30.954732
420,66,0,0.787456,7.1e-05,138,1490,104.034567,30.954642
421,66,1,1.042335,9.4e-05,138,1491,104.034657,30.954642
422,66,0,0.139256,1.3e-05,138,1492,104.034746,30.954642
423,66,0,0.336912,3e-05,139,1489,104.034477,30.954552
424,66,0,0.961586,8.6e-05,139,1490,104.034567,30.954552
425,66,0,0.61286,5.5e-05,139,1491,104.034657,30.954552
426,66,0,0.183385,1.6e-05,140,1491,104.034657,30.954462
427,373,0,0.015628,1e-06,1129,1004,103.990909,30.865619
428,373,0,0.319504,2.9e-05,1129,1005,103.990998,30.865619
429,373,0,0.463585,4.2e-05,1130,1004,103.990909,30.865529
430,373,0,0.755062,6.8e-05,1130,1005,103.990998,30.865529
