parcel_id,vector_class,spatial_group_30m,spatial_cv_fold
474,2,318,3
478,2,261,1
479,2,264,3
480,2,436,2
481,2,481,3
482,2,264,3
485,2,414,4
487,2,327,4
488,2,278,3
489,2,328,2
491,2,386,1
494,2,318,3
496,2,341,2
497,2,497,1
499,2,341,2
500,2,341,2
501,2,327,4
502,2,327,4
503,3,517,0
504,3,504,0
505,3,505,4
506,3,506,1
507,3,507,1
508,3,508,3
511,3,511,2
513,3,513,0
514,3,514,1
515,3,515,0
516,3,516,1
517,3,517,0
518,3,562,1
519,3,519,3
520,3,520,3
523,3,523,4
525,3,511,2
526,3,526,0
527,3,527,0
529,3,529,1
530,3,530,3
532,3,562,1
534,3,327,4
536,3,543,4
537,3,537,4
538,3,538,1
539,3,539,2
540,3,540,2
541,3,541,1
542,3,542,3
543,3,543,4
544,3,544,0
546,3,546,0
547,3,519,3
548,3,513,0
549,3,549,1
550,3,515,0
551,3,551,3
552,3,552,2
554,3,549,1
555,3,551,3
556,3,504,0
557,3,520,3
558,3,558,0
560,3,539,2
561,3,561,4
562,3,562,1
563,3,523,4
564,3,564,0
565,3,517,0
566,3,566,2
567,3,567,4
569,3,569,3
570,3,562,1
572,3,572,2
573,3,562,1
574,3,574,3
576,3,562,1
577,3,577,4
578,3,562,1
580,3,580,4
581,3,574,3
582,3,582,1
583,3,574,3
584,3,584,1
585,3,585,3
586,3,543,4
589,3,589,4
590,3,590,0
591,3,591,0
592,3,520,3
594,3,594,2
595,3,595,2
596,3,596,4
597,3,597,1
598,3,574,3
599,3,599,3
600,3,600,0
602,3,540,2
603,3,562,1
607,3,607,1
608,3,562,1
609,3,609,0
610,3,562,1
611,3,611,2
612,3,612,0
613,3,562,1
614,3,614,3
615,3,615,1
616,3,549,1
617,3,537,4
618,3,618,2
619,3,619,1
620,3,620,4
621,3,621,2
622,3,622,1
623,3,623,4
624,3,707,0
625,3,625,4
626,3,626,1
627,3,627,1
628,3,628,4
629,3,629,3
630,3,630,1
631,3,514,1
632,3,615,1
633,3,562,1
634,3,517,0
635,3,522,2
636,3,636,0
637,3,637,0
638,3,638,3
639,3,639,2
641,3,641,3
642,3,642,2
644,3,644,4
645,3,645,0
646,3,646,2
647,3,647,1
648,3,648,4
649,3,649,0
650,3,650,2
651,3,517,0
652,3,652,3
653,3,653,4
654,3,654,3
656,3,511,2
657,3,562,1
658,3,658,3
660,3,660,0
661,3,646,2
662,3,662,2
663,3,327,4
664,3,664,2
665,3,517,0
666,3,522,2
667,3,667,0
668,3,523,4
669,3,647,1
670,3,562,1
671,3,671,4
672,3,511,2
673,3,673,4
674,3,520,3
678,3,513,0
679,3,679,3
680,3,508,3
681,3,681,2
682,3,540,2
683,3,683,1
684,3,684,4
687,3,687,0
688,3,688,1
689,3,689,2
690,3,591,0
692,3,618,2
693,3,504,0
694,3,694,4
695,3,562,1
696,3,696,3
697,3,697,0
698,3,523,4
699,3,699,4
700,3,700,0
701,3,660,0
702,3,562,1
703,3,703,1
705,3,562,1
706,3,505,4
707,3,707,0
708,3,530,3
709,3,679,3
710,3,710,0
711,3,511,2
712,3,712,1
713,3,600,0
714,3,511,2
715,1,51,2
717,1,5,1
718,1,132,2
719,1,63,0
720,1,0,1
721,1,51,2
722,1,72,2
724,1,11,1
725,1,104,0
726,1,11,1
727,1,110,1
728,1,51,2
729,1,5,1
731,1,63,0
732,1,51,2
733,1,5,1
735,1,113,2
736,1,107,3
737,1,104,0
738,1,72,2
739,1,14,3
740,1,104,0
741,1,104,0
745,1,6,0
746,1,110,1
747,1,64,4
748,1,104,0
749,1,51,2
750,1,7,0
751,1,28,1
752,1,99,4
753,1,113,2
754,1,107,3
755,1,104,0
756,1,14,3
757,1,14,3
758,1,110,1
759,1,7,0
760,1,51,2
761,1,11,1
762,1,0,1
763,1,104,0
764,1,0,1
765,1,104,0
766,1,132,2
767,1,767,0
768,1,24,0
769,1,11,1
770,1,11,1
771,1,63,0
772,1,51,2
773,1,158,2
774,1,63,0
775,1,0,1
776,1,51,2
777,1,63,0
778,1,51,2
779,1,72,2
780,1,132,2
781,1,51,2
782,1,104,0
783,1,72,2
785,1,113,2
786,1,14,3
787,1,51,2
788,1,132,2
789,1,63,0
790,1,132,2
791,1,14,3
792,1,112,1
793,1,72,2
794,1,104,0
795,1,112,1
796,1,796,1
797,1,104,0
798,1,63,0
799,1,6,0
800,1,63,0
801,1,6,0
802,1,72,2
803,1,110,1
804,1,51,2
805,1,51,2
806,1,113,2
807,1,221,4
808,1,104,0
809,1,192,3
810,1,104,0
811,1,11,1
812,1,63,0
813,1,2,3
814,1,11,1
815,1,6,0
816,1,63,0
817,1,72,2
818,1,63,0
820,1,99,4
823,2,261,1
824,2,423,2
825,2,327,4
829,2,264,3
831,2,278,3
832,2,278,3
833,2,341,2
834,2,261,1
835,2,440,3
837,2,341,2
838,2,264,3
839,2,341,2
841,2,423,2
842,2,308,1
844,2,844,2
845,2,341,2
847,2,341,2
848,2,264,3
849,2,423,2
850,2,341,2
851,2,341,2
855,2,440,3
858,2,327,4
859,2,423,2
860,2,258,4
863,2,341,2
865,2,308,1
868,2,308,1
869,2,275,0
871,2,414,4
874,2,261,1
876,2,423,2
879,2,341,2
880,2,318,3
881,2,341,2
883,2,341,2
884,2,414,4
891,2,267,1
892,2,341,2
895,2,423,2
896,2,414,4
897,2,258,4
899,2,516,1
902,2,341,2
903,2,440,3
905,2,341,2
906,2,327,4
907,2,341,2
911,2,308,1
912,2,327,4
913,2,516,1
914,2,275,0
915,2,259,0
916,2,327,4
917,2,341,2
918,2,261,1
919,2,341,2
920,2,308,1
921,2,423,2
922,2,440,3
925,2,341,2
927,2,414,4
928,2,318,3
929,2,382,2
931,3,549,1
932,3,932,4
933,3,933,2
935,3,935,3
936,3,649,0
937,3,688,1
938,3,938,0
940,3,639,2
941,3,941,1
942,3,942,4
943,3,562,1
944,3,526,0
945,3,945,4
946,3,946,2
947,3,623,4
949,3,513,0
950,3,585,3
951,3,562,1
955,3,955,4
956,3,956,2
957,3,957,3
958,3,523,4
961,3,620,4
963,3,963,0
964,3,511,2
966,3,966,1
967,3,522,2
968,3,968,4
970,3,671,4
971,3,971,0
973,3,973,2
974,3,974,3
975,3,653,4
976,3,562,1
979,3,979,1
980,3,649,0
981,3,562,1
982,3,707,0
983,3,543,4
985,3,538,1
986,3,597,1
988,3,649,0
990,3,562,1
991,3,991,2
992,3,523,4
993,3,991,2
994,3,517,0
995,3,995,3
997,3,997,4
999,3,526,0
1000,3,537,4
1001,3,1001,0
1002,3,1002,2
1003,3,1003,4
1004,3,644,4
1005,3,562,1
1006,3,562,1
1007,3,520,3
1008,3,1008,1
1009,3,1009,3
1010,3,562,1
1011,3,517,0
1012,3,562,1
1013,3,539,2
1014,3,1014,3
1015,3,539,2
1016,3,1009,3
1017,3,1017,2
1018,3,673,4
1019,3,562,1
1020,3,539,2
